Mod:Item:MetaData, Localized Name
fairylights:light:213, Purple Icicle Lights
fairylights:light:214, Cyan Icicle Lights
fairylights:light:215, Light Gray Icicle Lights
fairylights:light:216, Gray Icicle Lights
fairylights:light:217, Pink Icicle Lights
fairylights:light:218, Lime Icicle Lights
fairylights:light:219, Yellow Icicle Lights
fairylights:light:220, Light Blue Icicle Lights
fairylights:light:221, Magenta Icicle Lights
fairylights:light:222, Orange Icicle Lights
fairylights:light:223, White Icicle Lights
fairylights:light:224, Black Meteor Light
fairylights:light:225, Red Meteor Light
fairylights:light:226, Green Meteor Light
fairylights:light:227, Brown Meteor Light
fairylights:light:228, Blue Meteor Light
fairylights:light:229, Purple Meteor Light
fairylights:light:230, Cyan Meteor Light
fairylights:light:231, Light Gray Meteor Light
fairylights:light:232, Gray Meteor Light
fairylights:light:233, Pink Meteor Light
fairylights:light:234, Lime Meteor Light
fairylights:light:235, Yellow Meteor Light
fairylights:light:236, Light Blue Meteor Light
fairylights:light:237, Magenta Meteor Light
fairylights:light:238, Orange Meteor Light
fairylights:light:239, White Meteor Light
fairylights:hanging_lights, Hanging Lights
fairylights:garland, Vine Garland
fairylights:tinsel:0, Black Tinsel Garland
fairylights:tinsel:0, Red Tinsel Garland
fairylights:tinsel:0, Green Tinsel Garland
fairylights:tinsel:0, Brown Tinsel Garland
fairylights:tinsel:0, Blue Tinsel Garland
fairylights:tinsel:0, Purple Tinsel Garland
fairylights:tinsel:0, Cyan Tinsel Garland
fairylights:tinsel:0, Light Gray Tinsel Garland
fairylights:tinsel:0, Gray Tinsel Garland
fairylights:tinsel:0, Pink Tinsel Garland
fairylights:tinsel:0, Lime Tinsel Garland
fairylights:tinsel:0, Yellow Tinsel Garland
fairylights:tinsel:0, Light Blue Tinsel Garland
fairylights:tinsel:0, Magenta Tinsel Garland
fairylights:tinsel:0, Orange Tinsel Garland
fairylights:tinsel:0, White Tinsel Garland
fairylights:pennant_bunting, Pennant Bunting
fairylights:letter_bunting, Letter Bunting
fairylights:pennant:0, Black Pennant
fairylights:pennant:1, Red Pennant
fairylights:pennant:2, Green Pennant
fairylights:pennant:3, Brown Pennant
fairylights:pennant:4, Blue Pennant
fairylights:pennant:5, Purple Pennant
fairylights:pennant:6, Cyan Pennant
fairylights:pennant:7, Light Gray Pennant
fairylights:pennant:8, Gray Pennant
fairylights:pennant:9, Pink Pennant
fairylights:pennant:10, Lime Pennant
fairylights:pennant:11, Yellow Pennant
fairylights:pennant:12, Light Blue Pennant
fairylights:pennant:13, Magenta Pennant
fairylights:pennant:14, Orange Pennant
fairylights:pennant:15, White Pennant
fairylights:ladder, Stepladder
farmingforblockheads:market, Market
farmingforblockheads:chicken_nest, Chicken Nest
farmingforblockheads:feeding_trough, Feeding Trough
farmingforblockheads:fertilized_farmland_rich, Fertilized Farmland
farmingforblockheads:fertilized_farmland_healthy, Fertilized Farmland
farmingforblockheads:fertilized_farmland_rich_stable, Fertilized Farmland
farmingforblockheads:fertilized_farmland_healthy_stable, Fertilized Farmland
farmingforblockheads:fertilized_farmland_stable, Fertilized Farmland
farmingforblockheads:fertilizer:0, Red Fertilizer
farmingforblockheads:fertilizer:1, Green Fertilizer
farmingforblockheads:fertilizer:2, Yellow Fertilizer
forbidden_arcanus:arcane_gold_ingot, Arcane Gold Ingot
forbidden_arcanus:arcane_gold_nugget, Arcane Gold Nugget
forbidden_arcanus:orb_of_temporary_flight, Orb Of Temporary Flight
forbidden_arcanus:chorus_pearl, Chorus Pearl
forbidden_arcanus:spectral_eye_amulet, Spectral Eye Amulet
forbidden_arcanus:soul, Soul
forbidden_arcanus:dark_soul, Dark Soul
forbidden_arcanus:pixi, Pixi
forbidden_arcanus:corrupt_pixi, Corrupt Pixi
forbidden_arcanus:arcane_crystal, Arcane Crystal
forbidden_arcanus:arcane_crystal_dust, Arcane Crystal Dust
forbidden_arcanus:mundabitur_dust, Mundabitur Dust
forbidden_arcanus:corrupti_dust, Corrupti Dust
forbidden_arcanus:dark_matter, Dark Matter
forbidden_arcanus:ender_pearl_fragment, Ender Pearl Fragment
forbidden_arcanus:rune, Rune
forbidden_arcanus:dark_rune, Dark Rune
forbidden_arcanus:rune_bag, Rune Bag
forbidden_arcanus:dark_rune_bag, Dark Rune Bag
forbidden_arcanus:skull, Skull
forbidden_arcanus:obsidian_skull, Obsidian Skull
forbidden_arcanus:obsidian_skull_shield, Obsidian Skull Shield
forbidden_arcanus:obsidian_with_iron, Obsidian With Iron
forbidden_arcanus:obsidian_ingot, Obsidian Ingot
forbidden_arcanus:dark_nether_star, Dark Nether Star
forbidden_arcanus:dragon_scale, Dragon Scale
forbidden_arcanus:silver_dragon_scale, Silver Dragon Scale
forbidden_arcanus:golden_dragon_scale, Golden Dragon Scale
forbidden_arcanus:aquatic_dragon_scale, Aquatic Dragon Scale
forbidden_arcanus:rotten_dragon_scale, Rotten Dragon Scale
forbidden_arcanus:rotten_leather, Rotten Leather
forbidden_arcanus:leather_of_the_sea, Leather Of The Sea
forbidden_arcanus:cherry_peach, Cherry Peach
forbidden_arcanus:cloth, Cloth
forbidden_arcanus:red_feather, Red Feather
forbidden_arcanus:blue_feather, Blue Feather
forbidden_arcanus:purple_feather, Purple Feather
forbidden_arcanus:yellow_feather, Yellow Feather
forbidden_arcanus:golden_feather, Golden Feather
forbidden_arcanus:golden_orchid_seeds, Golden Orchid Seeds
forbidden_arcanus:seed_bullet, Seed Bullet
forbidden_arcanus:edelwood_stick, Edelwood Stick
forbidden_arcanus:infernum_pickaxe, Infernum Pickaxe
forbidden_arcanus:slimec_pickaxe, Slimec Pickaxe
forbidden_arcanus:runic_battleaxe, Runic Battleaxe
forbidden_arcanus:sacred_scepter, Sacred Scepter
forbidden_arcanus:draco_arcanus_staff, Draco Arcanus Staff
forbidden_arcanus:draco_arcanus_sword, Draco Arcanus Sword
forbidden_arcanus:draco_arcanus_shovel, Draco Arcanus Shovel
forbidden_arcanus:draco_arcanus_pickaxe, Draco Arcanus Pickaxe
forbidden_arcanus:draco_arcanus_axe, Draco Arcanus Axe
forbidden_arcanus:draco_arcanus_hoe, Draco Arcanus Hoe
forbidden_arcanus:draco_arcanus_scepter, Draco Arcanus Scepter
forbidden_arcanus:arcane_golden_sword, Arcane Golden Sword
forbidden_arcanus:arcane_golden_shovel, Arcane Golden Shovel
forbidden_arcanus:arcane_golden_pickaxe, Arcane Golden Pickaxe
forbidden_arcanus:arcane_golden_axe, Arcane Golden Axe
forbidden_arcanus:arcane_golden_hoe, Arcane Golden Hoe
forbidden_arcanus:reinforced_arcane_golden_sword, Reinforced Arcane Golden Sword
forbidden_arcanus:reinforced_arcane_golden_shovel, Reinforced Arcane Golden Shovel
forbidden_arcanus:reinforced_arcane_golden_pickaxe, Reinforced Arcane Golden Pickaxe
forbidden_arcanus:reinforced_arcane_golden_axe, Reinforced Arcane Golden Axe
forbidden_arcanus:reinforced_arcane_golden_hoe, Reinforced Arcane Golden Hoe
forbidden_arcanus:obsidian_sword, Obsidian Sword
forbidden_arcanus:obsidian_shovel, Obsidian Shovel
forbidden_arcanus:obsidian_pickaxe, Obsidian Pickaxe
forbidden_arcanus:obsidian_axe, Obsidian Axe
forbidden_arcanus:obsidian_hoe, Obsidian Hoe
forbidden_arcanus:battle_skull, Battle Skull
forbidden_arcanus:bone_sword, Bone Sword
forbidden_arcanus:bone_shovel, Bone Shovel
forbidden_arcanus:bone_pickaxe, Bone Pickaxe
forbidden_arcanus:bone_axe, Bone Axe
forbidden_arcanus:bone_hoe, Bone Hoe
forbidden_arcanus:mystical_dagger, Mystical Dagger
forbidden_arcanus:draco_arcanus_helmet, Draco Arcanus Helmet
forbidden_arcanus:draco_arcanus_chestplate, Draco Arcanus Chestplate
forbidden_arcanus:draco_arcanus_leggings, Draco Arcanus Leggings
forbidden_arcanus:draco_arcanus_boots, Draco Arcanus Boots
forbidden_arcanus:tyr_helmet, Tyr Helmet
forbidden_arcanus:tyr_chestplate, Tyr Chestplate
forbidden_arcanus:tyr_leggings, Tyr Leggings
forbidden_arcanus:tyr_boots, Tyr Boots
forbidden_arcanus:mortem_helmet, Mortem Helmet
forbidden_arcanus:mortem_chestplate, Mortem Chestplate
forbidden_arcanus:mortem_leggings, Mortem Leggings
forbidden_arcanus:mortem_boots, Mortem Boots
forbidden_arcanus:arcane_gold_helmet, Arcane Gold Helmet
forbidden_arcanus:arcane_gold_chestplate, Arcane Gold Chestplate
forbidden_arcanus:arcane_gold_leggings, Arcane Gold Leggings
forbidden_arcanus:arcane_gold_boots, Arcane Gold Boots
forbidden_arcanus:obsidian_helmet, Obsidian Helmet
forbidden_arcanus:obsidian_shoulder_pads, Obsidian Shoulder Pads
forbidden_arcanus:obsidian_knee_pads, Obsidian Knee Pads
forbidden_arcanus:obsidian_boots, Obsidian Boots
forbidden_arcanus:arcane_base_block, Arcane Base Block
forbidden_arcanus:chiseled_arcane_base_block, Chiseled Arcane Base Block
forbidden_arcanus:arcane_base_block_stairs, Arcane Base Block Stairs
forbidden_arcanus:arcane_base_block_slab:0, Arcane Base Block Slab
forbidden_arcanus:arcane_base_block_wall, Arcane Base Block Wall
forbidden_arcanus:arcane_base_block_pillar, Arcane Base Block Pillar
forbidden_arcanus:arcane_glass, Arcane Glass
forbidden_arcanus:arcane_glass_pane, Arcane Glass Pane
forbidden_arcanus:runic_tenebris_frame, Runic Tenebris Frame
forbidden_arcanus:runic_tenebris_core, Runic Tenebris Core
forbidden_arcanus:dark_stone, Dark Stone
forbidden_arcanus:dark_stone_button, Dark Stone Button
forbidden_arcanus:dark_stone_pressure_plate, Dark Stone Pressure Plate
forbidden_arcanus:dark_runestone, Dark Runestone
forbidden_arcanus:arcane_dark_stone, Arcane Dark Stone
forbidden_arcanus:dark_stone_bricks, Dark Stone Bricks
forbidden_arcanus:dark_stone_brick_stairs, Dark Stone Brick Stairs
forbidden_arcanus:dark_stone_brick_slab:0, Dark Stone Brick Slab
forbidden_arcanus:dark_stone_brick_wall, Dark Stone Brick Wall
forbidden_arcanus:carved_dark_stone_bricks, Carved Dark Stone Bricks
forbidden_arcanus:runic_carved_dark_stone_bricks, Runic Carved Dark Stone Bricks
forbidden_arcanus:arcane_carved_dark_stone_bricks, Arcane Carved Dark Stone Bricks
forbidden_arcanus:runic_glass, Runic Glass
forbidden_arcanus:runic_glass_pane, Runic Glass Pane
forbidden_arcanus:dark_runic_glass, Dark Runic Glass
forbidden_arcanus:dark_runic_glass_pane, Dark Runic Glass Pane
forbidden_arcanus:dark_nether_star_block, Dark Nether Star Block
forbidden_arcanus:runestone, Runestone
forbidden_arcanus:arcane_crystal_ore, Arcane Crystal Ore
forbidden_arcanus:arcane_crystal_block, Arcane Crystal Block
forbidden_arcanus:ender_crystal_gem, Ender Crystal Gem
forbidden_arcanus:bottle_block, Bottle Block
forbidden_arcanus:pixi_in_a_bottle_block, Pixi in a Bottle Block
forbidden_arcanus:corrupt_pixi_in_a_bottle_block, Corrupt Pixi in a Bottle Block
forbidden_arcanus:candle, Candle
forbidden_arcanus:candle_lamp, Candle Lamp
forbidden_arcanus:arcane_gold_block, Arcane Gold Block
forbidden_arcanus:arcane_gold_pressure_plate, Arcane Gold Pressure Plate
forbidden_arcanus:arcane_gold_door, Arcane Gold Door
forbidden_arcanus:arcane_dragon_egg, Arcane Dragon Egg
forbidden_arcanus:edelwood_log, Edelwood Log
forbidden_arcanus:edelwood_planks, Edelwood Planks
forbidden_arcanus:edelwood_stairs, Edelwood Stairs
forbidden_arcanus:edelwood_slab:0, Edelwood Slab
forbidden_arcanus:edelwood_fence, Edelwood Fence
forbidden_arcanus:edelwood_pressure_plate, Edelwood Pressure Plate
forbidden_arcanus:edelwood_button, Edelwood Button
forbidden_arcanus:edelwood_trapdoor, Edelwood Trapdoor
forbidden_arcanus:edelwood_door, Edelwood Door
forbidden_arcanus:edelwood_ladder, Edelwood Ladder
forbidden_arcanus:arcane_edelwood_planks, Arcane Edelwood Planks
forbidden_arcanus:cherrywood_log, Cherrywood Log
forbidden_arcanus:cherrywood, Cherrywood
forbidden_arcanus:cherrywood_leaves, Cherrywood Leaves
forbidden_arcanus:cherrywood_sapling, Cherrywood Sapling
forbidden_arcanus:cherrywood_planks, Cherrywood Planks
forbidden_arcanus:cherrywood_stairs, Cherrywood Stairs
forbidden_arcanus:cherrywood_slab:0, Cherrywood Slab
forbidden_arcanus:cherrywood_fence, Cherrywood Fence
forbidden_arcanus:cherrywood_pressure_plate, Cherrywood Pressure Plate
forbidden_arcanus:cherrywood_button, Cherrywood Button
forbidden_arcanus:cherrywood_trapdoor, Cherrywood Trapdoor
forbidden_arcanus:cherrywood_door, Cherrywood Door
forbidden_arcanus:carved_cherrywood_planks, Carved Cherrywood Planks
forbidden_arcanus:mysterywood_log, Mysterywood Log
forbidden_arcanus:mysterywood, Mysterywood
forbidden_arcanus:mysterywood_leaves, Mysterywood Leaves
forbidden_arcanus:mysterywood_sapling, Mysterywood Sapling
forbidden_arcanus:mysterywood_planks, Mysterywood Planks
forbidden_arcanus:mysterywood_stairs, Mysterywood Stairs
forbidden_arcanus:mysterywood_slab:0, Mysterywood Slab
forbidden_arcanus:mysterywood_fence, Mysterywood Fence
forbidden_arcanus:mysterywood_pressure_plate, Mysterywood Pressure Plate
forbidden_arcanus:mysterywood_button, Mysterywood Button
forbidden_arcanus:mysterywood_trapdoor, Mysterywood Trapdoor
forbidden_arcanus:mysterywood_door, Mysterywood Door
forbidden_arcanus:yellow_orchid, Yellow Orchid
storagedrawers:upgrade_template, Upgrade Template
storagedrawers:upgrade_storage:0, Storage Upgrade (I)
storagedrawers:upgrade_storage:1, Storage Upgrade (II)
storagedrawers:upgrade_storage:2, Storage Upgrade (III)
storagedrawers:upgrade_storage:3, Storage Upgrade (IV)
storagedrawers:upgrade_storage:4, Storage Upgrade (V)
storagedrawers:upgrade_one_stack, Storage Downgrade
storagedrawers:upgrade_status:0, Status Upgrade (I)
storagedrawers:upgrade_status:1, Status Upgrade (II)
storagedrawers:upgrade_void, Void Upgrade
storagedrawers:upgrade_conversion, Conversion Upgrade
storagedrawers:upgrade_creative:0, Creative Storage Upgrade
storagedrawers:upgrade_creative:1, Creative Vending Upgrade
storagedrawers:upgrade_redstone:0, Redstone Upgrade
storagedrawers:upgrade_redstone:1, Redstone Max Upgrade
storagedrawers:upgrade_redstone:2, Redstone Min Upgrade
storagedrawers:drawer_key, Drawer Key
storagedrawers:shroud_key, Concealment Key
storagedrawers:personal_key, Personal Key
storagedrawers:quantify_key, Quantify Key
storagedrawers:tape, Packing Tape
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:keybutton:0, Drawer Key Button
storagedrawers:keybutton:1, Concealment Key Button
storagedrawers:keybutton:2, Personal Key Button
storagedrawers:keybutton:3, Quantify Key Button
storagedrawers:compdrawers, Compacting Drawer
storagedrawers:controller, Drawer Controller
storagedrawers:controllerslave, Controller Slave
storagedrawers:trim:0, Oak Trim
storagedrawers:trim:1, Spruce Trim
storagedrawers:trim:2, Birch Trim
storagedrawers:trim:3, Jungle Trim
storagedrawers:trim:4, Acacia Trim
storagedrawers:trim:5, Dark Oak Trim
storagedrawers:framingtable, Framing Table
storagedrawers:customdrawers:0, Framed Drawer
storagedrawers:customdrawers:1, Framed Drawers 1x2
storagedrawers:customdrawers:2, Framed Drawers 2x2
storagedrawers:customdrawers:3, Framed Half Drawers 1x2
storagedrawers:customdrawers:4, Framed Half Drawers 2x2
storagedrawers:customtrim, Framed Trim
framedcompactdrawers:framed_compact_drawer, Framed Compacting Drawer
framedcompactdrawers:framed_drawer_controller:0, Framed Drawer Controller
framedcompactdrawers:framed_slave:0, Framed Controller Slave
from_the_depths:block_altar_of_summoning, Altar of Summoning
from_the_depths:totem, Totem
itemfilters:filter, Item Filter
itemfilters:missing, Missing Item
ftbquests:screen, Task Screen
ftbquests:progress_detector, Quest Progress Detector
ftbquests:detector:0, Redstone Detector
ftbquests:detector:1, Player Detector
ftbquests:progress_screen, Progress Screen
ftbquests:chest, Quest Chest
ftbquests:loot_crate_storage, Loot Crate Storage
ftbquests:loot_crate_opener, Loot Crate Opener
ftbquests:barrier, Quest Barrier
ftbquests:reward_collector, Reward Collector
ftbquests:book, Quest Book
ftbquests:lootcrate, Loot Crate
ftbquests:custom_icon, Custom Icon
gregtech:sword, item.gt.tool.sword.name.name
gregtech:pickaxe, item.gt.tool.pickaxe.name.name
gregtech:shovel, item.gt.tool.shovel.name.name
gregtech:axe, item.gt.tool.axe.name.name
gregtech:hoe, item.gt.tool.hoe.name.name
gregtech:saw, item.gt.tool.saw.name.name
gregtech:hammer, item.gt.tool.hammer.name.name
gregtech:mallet, item.gt.tool.mallet.name.name
gregtech:mining_hammer, item.gt.tool.mining_hammer.name.name
gregtech:spade, item.gt.tool.spade.name.name
gregtech:wrench, item.gt.tool.wrench.name.name
gregtech:file, item.gt.tool.file.name.name
gregtech:crowbar, item.gt.tool.crowbar.name.name
gregtech:screwdriver, item.gt.tool.screwdriver.name.name
gregtech:mortar, item.gt.tool.mortar.name.name
gregtech:wire_cutter, item.gt.tool.wire_cutter.name.name
gregtech:scythe, item.gt.tool.scythe.name.name
gregtech:knife, item.gt.tool.knife.name.name
gregtech:butchery_knife, item.gt.tool.butchery_knife.name.name
gregtech:drill_lv, item.gt.tool.drill_lv.name.name
gregtech:drill_mv, item.gt.tool.drill_mv.name.name
gregtech:drill_hv, item.gt.tool.drill_hv.name.name
gregtech:drill_ev, item.gt.tool.drill_ev.name.name
gregtech:drill_iv, item.gt.tool.drill_iv.name.name
gregtech:chainsaw_lv, item.gt.tool.chainsaw_lv.name.name
gregtech:wrench_lv, item.gt.tool.wrench_lv.name.name
gregtech:wrench_hv, item.gt.tool.wrench_hv.name.name
gregtech:wrench_iv, item.gt.tool.wrench_iv.name.name
gregtech:buzzsaw, item.gt.tool.buzzsaw.name.name
gregtech:screwdriver_lv, item.gt.tool.screwdriver_lv.name.name
gregtech:plunger, item.gt.tool.plunger.name.name
gregtech:machine:1, Small Steam Solid Fuel Boiler
gregtech:machine:2, High Pressure Steam Solid Fuel Boiler
gregtech:machine:3, Steam Solar Boiler
gregtech:machine:4, High Pressure Steam Solar Boiler
gregtech:machine:5, Small Steam Liquid Boiler
gregtech:machine:6, High Pressure Steam Liquid Boiler
gregtech:machine:7, Steam Extractor
gregtech:machine:8, High Pressure Steam Extractor
gregtech:machine:9, Steam Macerator
gregtech:machine:10, High Pressure Steam Macerator
gregtech:machine:11, Steam Compressor
gregtech:machine:12, High Pressure Steam Compressor
gregtech:machine:13, Steam Forge Hammer
gregtech:machine:14, High Pressure Steam Forge Hammer
gregtech:machine:15, Steam Furnace
gregtech:machine:16, High Pressure Steam Furnace
gregtech:machine:17, Steam Alloy Smelter
gregtech:machine:18, High Pressure Steam Alloy Smelter
gregtech:machine:19, Steam Rock Breaker
gregtech:machine:20, High Pressure Steam Rock Breaker
gregtech:machine:21, Steam Miner
gregtech:machine:50, Basic Electric Furnace
gregtech:machine:51, Advanced Electric Furnace
gregtech:machine:52, Advanced Electric Furnace II
gregtech:machine:53, Advanced Electric Furnace III
gregtech:machine:54, Elite Electric Furnace
gregtech:machine:55, Elite Electric Furnace II
gregtech:machine:56, Elite Electric Furnace III
gregtech:machine:57, Ultimate Electric Furnace
gregtech:machine:65, Basic Macerator
gregtech:machine:66, Advanced Macerator
gregtech:machine:67, Advanced Macerator II
gregtech:machine:68, Advanced Macerator III
gregtech:machine:69, Elite Macerator
gregtech:machine:70, Elite Macerator II
gregtech:machine:71, Elite Macerator III
gregtech:machine:72, Ultimate Macerator
gregtech:machine:80, Basic Alloy Smelter
gregtech:machine:81, Advanced Alloy Smelter
gregtech:machine:82, Advanced Alloy Smelter II
gregtech:machine:83, Advanced Alloy Smelter III
gregtech:machine:84, Elite Alloy Smelter
gregtech:machine:85, Elite Alloy Smelter II
gregtech:machine:86, Elite Alloy Smelter III
gregtech:machine:87, Ultimate Alloy Smelter
gregtech:machine:95, Basic Arc Furnace
gregtech:machine:96, Advanced Arc Furnace
gregtech:machine:97, Advanced Arc Furnace II
gregtech:machine:98, Advanced Arc Furnace III
gregtech:machine:99, Elite Arc Furnace
gregtech:machine:100, Elite Arc Furnace II
gregtech:machine:101, Elite Arc Furnace III
gregtech:machine:102, Ultimate Arc Furnace
gregtech:machine:110, Basic Assembling Machine
gregtech:machine:111, Advanced Assembling Machine
gregtech:machine:112, Advanced Assembling Machine II
gregtech:machine:113, Advanced Assembling Machine III
gregtech:machine:114, Elite Assembling Machine
gregtech:machine:115, Elite Assembling Machine II
gregtech:machine:116, Elite Assembling Machine III
gregtech:machine:117, Ultimate Assembling Machine
gregtech:machine:125, Basic Autoclave
gregtech:machine:126, Advanced Autoclave
gregtech:machine:127, Advanced Autoclave II
gregtech:machine:128, Advanced Autoclave III
gregtech:machine:129, Elite Autoclave
gregtech:machine:130, Elite Autoclave II
gregtech:machine:131, Elite Autoclave III
gregtech:machine:132, Ultimate Autoclave
gregtech:machine:140, Basic Bending Machine
gregtech:machine:141, Advanced Bending Machine
gregtech:machine:142, Advanced Bending Machine II
gregtech:machine:143, Advanced Bending Machine III
gregtech:machine:144, Elite Bending Machine
gregtech:machine:145, Elite Bending Machine II
gregtech:machine:146, Elite Bending Machine III
gregtech:machine:147, Ultimate Bending Machine
gregtech:machine:155, Basic Brewery
gregtech:machine:156, Advanced Brewery
gregtech:machine:157, Advanced Brewery II
gregtech:machine:158, Advanced Brewery III
gregtech:machine:159, Elite Brewery
gregtech:machine:160, Elite Brewery II
gregtech:machine:161, Elite Brewery III
gregtech:machine:162, Ultimate Brewery
gregtech:machine:170, Basic Canning Machine
gregtech:machine:171, Advanced Canning Machine
gregtech:machine:172, Advanced Canning Machine II
gregtech:machine:173, Advanced Canning Machine III
gregtech:machine:174, Elite Canning Machine
gregtech:machine:175, Elite Canning Machine II
gregtech:machine:176, Elite Canning Machine III
gregtech:machine:177, Ultimate Canning Machine
gregtech:machine:185, Basic Centrifuge
gregtech:machine:186, Advanced Centrifuge
gregtech:machine:187, Advanced Centrifuge II
gregtech:machine:188, Advanced Centrifuge III
gregtech:machine:189, Elite Centrifuge
gregtech:machine:190, Elite Centrifuge II
gregtech:machine:191, Elite Centrifuge III
gregtech:machine:192, Ultimate Centrifuge
gregtech:machine:200, Basic Chemical Bath
gregtech:machine:201, Advanced Chemical Bath
gregtech:machine:202, Advanced Chemical Bath II
gregtech:machine:203, Advanced Chemical Bath III
gregtech:machine:204, Elite Chemical Bath
gregtech:machine:205, Elite Chemical Bath II
gregtech:machine:206, Elite Chemical Bath III
gregtech:machine:207, Ultimate Chemical Bath
gregtech:machine:215, Basic Chemical Reactor
gregtech:machine:216, Advanced Chemical Reactor
gregtech:machine:217, Advanced Chemical Reactor II
gregtech:machine:218, Advanced Chemical Reactor III
gregtech:machine:219, Elite Chemical Reactor
gregtech:machine:220, Elite Chemical Reactor II
gregtech:machine:221, Elite Chemical Reactor III
gregtech:machine:222, Ultimate Chemical Reactor
gregtech:machine:230, Basic Compressor
gregtech:machine:231, Advanced Compressor
gregtech:machine:232, Advanced Compressor II
gregtech:machine:233, Advanced Compressor III
gregtech:machine:234, Elite Compressor
gregtech:machine:235, Elite Compressor II
gregtech:machine:236, Elite Compressor III
gregtech:machine:237, Ultimate Compressor
gregtech:machine:245, Basic Cutting Machine
gregtech:machine:246, Advanced Cutting Machine
gregtech:machine:247, Advanced Cutting Machine II
gregtech:machine:248, Advanced Cutting Machine III
gregtech:machine:249, Elite Cutting Machine
gregtech:machine:250, Elite Cutting Machine II
gregtech:machine:251, Elite Cutting Machine III
gregtech:machine:252, Ultimate Cutting Machine
gregtech:machine:260, Basic Distillery
gregtech:machine:261, Advanced Distillery
gregtech:machine:262, Advanced Distillery II
gregtech:machine:263, Advanced Distillery III
gregtech:machine:264, Elite Distillery
gregtech:machine:265, Elite Distillery II
gregtech:machine:266, Elite Distillery III
gregtech:machine:267, Ultimate Distillery
gregtech:machine:275, Basic Electrolyzer
gregtech:machine:276, Advanced Electrolyzer
gregtech:machine:277, Advanced Electrolyzer II
gregtech:machine:278, Advanced Electrolyzer III
gregtech:machine:279, Elite Electrolyzer
gregtech:machine:280, Elite Electrolyzer II
gregtech:machine:281, Elite Electrolyzer III
gregtech:machine:282, Ultimate Electrolyzer
gregtech:machine:290, Basic Electromagnetic Separator
gregtech:machine:291, Advanced Electromagnetic Separator
gregtech:machine:292, Advanced Electromagnetic Separator II
gregtech:machine:293, Advanced Electromagnetic Separator III
gregtech:machine:294, Elite Electromagnetic Separator
gregtech:machine:295, Elite Electromagnetic Separator II
gregtech:machine:296, Elite Electromagnetic Separator III
gregtech:machine:297, Ultimate Electromagnetic Separator
gregtech:machine:305, Basic Extractor
gregtech:machine:306, Advanced Extractor
gregtech:machine:307, Advanced Extractor II
gregtech:machine:308, Advanced Extractor III
gregtech:machine:309, Elite Extractor
gregtech:machine:310, Elite Extractor II
gregtech:machine:311, Elite Extractor III
gregtech:machine:312, Ultimate Extractor
gregtech:machine:320, Basic Extruder
gregtech:machine:321, Advanced Extruder
gregtech:machine:322, Advanced Extruder II
gregtech:machine:323, Advanced Extruder III
gregtech:machine:324, Elite Extruder
gregtech:machine:325, Elite Extruder II
gregtech:machine:326, Elite Extruder III
gregtech:machine:327, Ultimate Extruder
gregtech:machine:335, Basic Fermenter
gregtech:machine:336, Advanced Fermenter
gregtech:machine:337, Advanced Fermenter II
gregtech:machine:338, Advanced Fermenter III
gregtech:machine:339, Elite Fermenter
gregtech:machine:340, Elite Fermenter II
gregtech:machine:341, Elite Fermenter III
gregtech:machine:342, Ultimate Fermenter
gregtech:machine:380, Basic Fluid Heater
gregtech:machine:381, Advanced Fluid Heater
gregtech:machine:382, Advanced Fluid Heater II
gregtech:machine:383, Advanced Fluid Heater III
gregtech:machine:384, Elite Fluid Heater
gregtech:machine:385, Elite Fluid Heater II
gregtech:machine:386, Elite Fluid Heater III
gregtech:machine:387, Ultimate Fluid Heater
gregtech:machine:395, Basic Fluid Solidifier
gregtech:machine:396, Advanced Fluid Solidifier
gregtech:machine:397, Advanced Fluid Solidifier II
gregtech:machine:398, Advanced Fluid Solidifier III
